City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Lagos,6.5833,3.75,74.03,96,9,3.11,NG,2022-02-11 06:04:04
297,Rio Gallegos,-51.6226,-69.2181,45.18,69,16,19.19,AR,2022-02-11 06:02:02
298,Tuktoyaktuk,69.4541,-133.0374,-14.8,76,100,26.46,CA,2022-02-11 06:01:48
299,Gawler,-34.6,138.7333,83.21,30,21,7.4,AU,2022-02-11 06:06:17
300,Lagoa,39.05,-27.9833,59.04,68,99,8.97,PT,2022-02-11 06:05:53
301,Roald,62.5833,6.1333,32.9,80,40,12.66,NO,2022-02-11 06:06:18
302,Oktyabrskoye,43.0645,44.7417,28.54,100,40,2.24,RU,2022-02-11 06:06:18
303,Kavieng,-2.5744,150.7967,82.8,73,95,5.41,PG,2022-02-11 06:06:19
304,Sorada,19.75,84.4333,85.06,35,19,3.85,IN,2022-02-11 06:06:19
305,Fairbanks,64.8378,-147.7164,-13.0,69,100,5.75,US,2022-02-11 06:04:17
306,Yulara,-25.2406,130.9889,93.04,12,0,12.66,AU,2022-02-11 06:06:20
307,Port Elizabeth,-33.918,25.5701,69.35,71,0,2.24,ZA,2022-02-11 06:06:20
308,Dauphin,51.1494,-100.0502,-0.26,71,75,21.85,CA,2022-02-11 06:06:21
309,Qaanaaq,77.484,-69.3632,-24.47,65,56,4.9,GL,2022-02-11 06:06:21
310,Nanortalik,60.1432,-45.2371,27.18,67,100,3.49,GL,2022-02-11 06:04:41
311,Shimoda,34.6667,138.95,44.1,66,88,7.31,JP,2022-02-11 06:06:22
312,Luganville,-15.5333,167.1667,85.17,72,98,8.55,VU,2022-02-11 06:06:22
313,Kaspiyskiy,45.3929,47.3707,36.86,90,81,16.04,RU,2022-02-11 06:06:23
314,Skibbereen,51.55,-9.2667,35.4,68,100,4.0,IE,2022-02-11 06:06:23
315,Dingli,35.8614,14.3822,42.96,100,20,4.61,MT,2022-02-11 06:06:23
316,Maputo,-25.9653,32.5892,77.23,77,2,4.0,MZ,2022-02-11 06:06:24
317,Ranghulu,46.65,124.8667,14.18,88,100,15.79,CN,2022-02-11 06:06:24
318,Varkkallai,8.7341,76.7067,85.78,58,10,7.47,IN,2022-02-11 06:07:25
319,Salina,38.8403,-97.6114,51.19,44,0,16.11,US,2022-02-11 06:06:04
320,La Ronge,55.1001,-105.2842,-17.21,99,69,5.57,CA,2022-02-11 06:03:36
321,Comodoro Rivadavia,-45.8667,-67.5,58.86,23,0,14.97,AR,2022-02-11 06:07:26
322,Naze,28.3667,129.4833,58.42,56,42,9.98,JP,2022-02-11 06:07:26
323,Puerto Gaitan,4.3133,-72.0816,79.05,57,89,5.03,CO,2022-02-11 06:04:54
324,Dalhousie,32.5333,75.9833,46.15,25,0,4.27,IN,2022-02-11 06:07:27
325,Beira,-19.8436,34.8389,82.49,74,20,4.61,MZ,2022-02-11 06:07:28
326,Dingle,10.9995,122.6711,81.93,73,99,14.99,PH,2022-02-11 06:07:28
327,Port Blair,11.6667,92.75,84.24,70,40,12.66,IN,2022-02-11 06:03:04
328,Smithers,54.7804,-127.1743,18.93,97,62,2.73,CA,2022-02-11 06:07:24
329,Bulancak,40.9372,38.2291,44.42,70,0,2.3,TR,2022-02-11 06:07:29
330,Sept-Iles,50.2001,-66.3821,30.06,95,100,8.32,CA,2022-02-11 06:03:38
331,Ornes,66.8689,13.7078,30.31,76,100,17.45,NO,2022-02-11 06:07:30
332,Abha,18.2164,42.5053,59.25,67,0,6.91,SA,2022-02-11 06:07:30
333,Egvekinot,66.3167,-179.1667,-25.17,89,31,5.64,RU,2022-02-11 06:07:30
334,High Level,58.5169,-117.136,3.31,78,100,12.66,CA,2022-02-11 06:07:31
335,Narasannapeta,18.4167,84.05,82.2,48,60,4.23,IN,2022-02-11 06:07:31
336,Portobelo,9.55,-79.65,76.86,82,42,11.52,PA,2022-02-11 06:07:32
337,Kitimat,54.0524,-128.6534,29.91,35,94,2.62,CA,2022-02-11 06:07:32
338,Torva,58.0028,25.935,33.94,81,99,10.83,EE,2022-02-11 06:07:33
339,Staraya Toropa,56.2801,31.6702,29.98,86,100,6.64,RU,2022-02-11 06:07:33
340,Kingaroy,-26.5333,151.8333,84.83,32,1,15.1,AU,2022-02-11 06:07:33
341,Anito,12.4497,125.2886,77.76,90,100,12.3,PH,2022-02-11 06:07:34
342,Andenes,69.3143,16.1194,30.18,74,75,17.27,NO,2022-02-11 06:07:35
343,Turmalina,-17.2856,-42.73,66.36,96,98,1.03,BR,2022-02-11 06:07:35
344,Bilibino,68.0546,166.4372,-37.52,98,46,2.77,RU,2022-02-11 06:07:35
345,Marsa Matruh,31.3525,27.2453,55.76,70,90,15.19,EG,2022-02-11 06:07:36
346,Ormond Beach,29.2858,-81.0559,55.09,82,20,0.0,US,2022-02-11 06:07:36
347,Kirakira,-10.4544,161.9205,81.25,84,90,8.41,SB,2022-02-11 06:07:37
348,Bobrovka,54.047,61.7455,14.92,95,100,12.39,RU,2022-02-11 06:07:37
349,Rzhaksa,52.1338,42.0264,24.98,95,98,8.81,RU,2022-02-11 06:07:37
350,Qasigiannguit,68.8193,-51.1922,-0.15,83,100,3.15,GL,2022-02-11 06:07:38
351,Koppang,61.5706,11.0555,6.26,91,29,3.47,NO,2022-02-11 06:07:38
352,Todos Santos,23.45,-110.2167,62.11,80,42,3.83,MX,2022-02-11 06:07:39
353,Margate,51.3813,1.3862,36.7,88,6,13.22,GB,2022-02-11 06:07:39
354,Nuuk,64.1835,-51.7216,29.01,69,100,11.5,GL,2022-02-11 06:07:40
355,Anadyr,64.75,177.4833,-25.1,75,0,6.71,RU,2022-02-11 06:07:40
356,Tepic,21.5,-104.9,53.82,38,18,3.36,MX,2022-02-11 06:07:41
357,Arroio Grande,-32.2375,-53.0869,67.12,95,12,7.74,BR,2022-02-11 06:07:41
358,Sarangani,5.4033,125.4636,82.02,79,48,20.04,PH,2022-02-11 06:07:42
359,Planaltina,-15.4528,-47.6142,70.09,93,100,0.63,BR,2022-02-11 06:07:42
360,Tari,12.4086,4.4914,66.38,11,0,13.91,NG,2022-02-11 06:07:42
361,Pokrovskoye,47.4157,38.8971,38.8,95,100,8.05,RU,2022-02-11 06:08:43
362,Yuzhno-Kurilsk,44.0306,145.8556,25.43,76,88,10.56,RU,2022-02-11 06:08:43
363,Zyryanka,65.75,150.85,-28.52,94,39,3.76,RU,2022-02-11 06:08:44
364,Wairoa,-39.0333,177.3667,72.55,91,100,4.0,NZ,2022-02-11 06:08:44
365,Obo,5.3998,26.4869,78.39,20,70,6.98,CF,2022-02-11 06:08:45
366,Muslyumovo,55.3033,53.1947,20.25,95,100,5.46,RU,2022-02-11 06:08:45
367,Macomer,40.262,8.7699,38.53,62,0,3.09,IT,2022-02-11 06:08:46
368,Gaya,24.7833,85.0,67.91,60,0,16.11,IN,2022-02-11 06:08:46
369,Mitropoli,39.3394,21.8369,27.55,70,0,2.35,GR,2022-02-11 06:08:47
370,Skjervoy,70.0311,20.9714,30.2,61,100,28.12,NO,2022-02-11 06:08:47
371,Hukuntsi,-24.0,21.75,75.7,51,26,10.58,BW,2022-02-11 06:08:47
372,Constitucion,-35.3333,-72.4167,58.42,60,100,3.76,CL,2022-02-11 06:08:48
373,Riverton,40.5219,-111.9391,46.31,68,0,10.0,US,2022-02-11 06:08:48
374,Palpa,-14.5336,-75.1856,70.93,74,69,2.21,PE,2022-02-11 06:08:49
375,Port Lincoln,-34.7333,135.8667,70.2,52,22,12.68,AU,2022-02-11 06:08:49
376,Saldanha,-33.0117,17.9442,64.45,81,0,10.09,ZA,2022-02-11 06:08:50
377,Sharjah,25.3573,55.4033,76.24,49,0,10.36,AE,2022-02-11 06:08:50
378,Port Keats,-14.25,129.55,90.7,58,51,5.41,AU,2022-02-11 06:08:50
379,Kiunga,-6.1219,141.2906,74.66,95,100,2.42,PG,2022-02-11 06:08:51
380,Aksay,47.26,39.87,39.16,92,98,8.99,RU,2022-02-11 06:08:51
381,Dunedin,-45.8742,170.5036,61.81,83,67,8.01,NZ,2022-02-11 06:08:20
382,Igrim,63.1906,64.4162,1.99,85,68,11.99,RU,2022-02-11 06:08:52
383,Dom Pedrito,-30.9828,-54.6731,65.52,86,0,6.33,BR,2022-02-11 06:08:52
384,Puerto Escondido,15.85,-97.0667,75.15,78,39,4.7,MX,2022-02-11 06:08:53
385,Lisakovsk,52.5369,62.4936,19.04,95,100,13.87,KZ,2022-02-11 06:08:53
386,Pangody,65.85,74.4859,0.39,81,58,16.15,RU,2022-02-11 06:08:54
387,Chokurdakh,70.6333,147.9167,-26.95,92,73,10.04,RU,2022-02-11 06:08:54
388,Padang,-0.9492,100.3543,86.05,55,100,3.96,ID,2022-02-11 06:08:36
389,Desaguadero,-16.5656,-69.0417,44.42,81,99,2.75,PE,2022-02-11 06:08:55
390,Belmonte,-15.8631,-38.8828,75.7,87,5,2.95,BR,2022-02-11 06:08:55
391,Pasighat,28.0667,95.3333,67.96,58,96,3.33,IN,2022-02-11 06:08:55
392,Dzhebariki-Khaya,62.2167,135.8,-18.99,93,99,0.22,RU,2022-02-11 06:08:56
393,Ojinaga,29.5667,-104.4167,54.55,26,0,8.05,MX,2022-02-11 06:08:56
394,Antalaha,-14.9003,50.2788,82.63,67,5,3.78,MG,2022-02-11 06:08:57
395,Lodwar,3.1191,35.5973,87.73,30,0,16.13,KE,2022-02-11 06:08:57
396,Plettenberg Bay,-34.0527,23.3716,68.43,73,5,1.34,ZA,2022-02-11 06:08:58
397,Tasiilaq,65.6145,-37.6368,12.36,62,100,5.99,GL,2022-02-11 06:08:58
398,Anshun,26.25,105.9333,40.19,83,100,7.65,CN,2022-02-11 06:08:59
399,Angoram,-4.0625,144.0661,80.35,89,100,4.43,PG,2022-02-11 06:08:59
400,Hondo,32.45,130.2,52.93,47,9,10.98,JP,2022-02-11 06:09:00
401,Fez,34.0372,-4.9998,44.85,65,0,8.05,MA,2022-02-11 06:09:00
402,Warrington,53.3925,-2.5802,40.26,92,100,12.66,GB,2022-02-11 06:09:01
403,Palauig,15.435,119.9045,84.13,62,99,9.1,PH,2022-02-11 06:09:01
404,Sao Joao Da Barra,-21.6403,-41.0511,71.51,98,100,6.2,BR,2022-02-11 06:09:01
405,Byron Bay,-28.65,153.6167,82.87,61,9,19.69,AU,2022-02-11 06:09:02
406,Coffs Harbour,-30.3,153.1333,80.56,61,40,23.02,AU,2022-02-11 06:06:44
407,Ginda,30.6945,78.4932,45.57,18,0,6.98,IN,2022-02-11 06:10:03
408,Namtsy,62.7161,129.6658,-16.49,90,36,2.89,RU,2022-02-11 06:10:03
409,Awbari,26.5921,12.7805,42.57,63,0,7.94,LY,2022-02-11 06:10:04
410,Kontagora,10.3999,5.4695,69.33,11,6,7.63,NG,2022-02-11 06:10:04
411,Blyznyuky,48.8578,36.5551,34.03,100,100,8.9,UA,2022-02-11 06:10:05
412,North Bend,43.4065,-124.2243,46.85,98,75,6.91,US,2022-02-11 06:05:29
413,Boromo,11.75,-2.9333,69.98,12,2,8.25,BF,2022-02-11 06:10:05
414,Lebu,-37.6167,-73.65,54.1,74,0,17.27,CL,2022-02-11 06:10:06
415,Praia,14.9215,-23.5087,73.94,56,0,17.27,CV,2022-02-11 06:09:11
416,Los Llanos De Aridane,28.6585,-17.9182,67.12,30,0,4.0,ES,2022-02-11 06:10:07
417,Paranagua,-25.52,-48.5092,71.29,94,40,1.81,BR,2022-02-11 06:10:07
418,Tema,5.667,-0.0166,79.36,81,0,9.91,GH,2022-02-11 06:10:07
419,Wanning,18.8003,110.3967,74.59,73,86,8.19,CN,2022-02-11 06:10:08
420,Dickinson,29.4608,-95.0513,56.1,81,0,0.0,US,2022-02-11 06:10:09
421,Olafsvik,64.8945,-23.7142,33.24,67,99,3.76,IS,2022-02-11 06:10:09
422,Bellavista,-7.0561,-76.5911,69.21,99,96,0.67,PE,2022-02-11 06:10:09
423,Uray,60.1247,64.7758,0.88,83,66,12.64,RU,2022-02-11 06:10:10
424,Gunnedah,-30.9833,150.25,83.82,27,19,18.28,AU,2022-02-11 06:10:10
425,Ambilobe,-13.2,49.05,79.03,86,99,2.3,MG,2022-02-11 06:10:11
426,Bronnoysund,65.4625,12.1997,31.66,86,75,11.99,NO,2022-02-11 06:10:11
427,Jasper,37.2001,-94.3502,46.02,50,0,11.5,US,2022-02-11 06:09:03
428,Phalaborwa,-23.943,31.1411,77.23,48,0,3.51,ZA,2022-02-11 06:10:12
429,Nova Era,-19.75,-43.0375,66.07,99,99,1.07,BR,2022-02-11 06:07:34
430,Rockland,41.1668,-74.0496,42.46,70,2,1.01,US,2022-02-11 06:10:13
431,Evensk,61.95,159.2333,-10.98,78,44,4.61,RU,2022-02-11 06:10:13
432,Hauterive,46.0901,3.4459,43.56,95,100,6.49,FR,2022-02-11 06:10:13
433,Mirnyy,62.5353,113.9611,-5.48,87,95,5.68,RU,2022-02-11 06:10:14
434,Shaunavon,49.6501,-108.4181,30.43,94,96,21.36,CA,2022-02-11 06:10:14
435,Sora,41.7157,13.6141,47.8,50,0,3.62,IT,2022-02-11 06:10:15
436,Oranjemund,-28.55,16.4333,63.7,85,34,9.35,NA,2022-02-11 06:10:15
437,Bubaque,11.2833,-15.8333,77.61,70,1,11.21,GW,2022-02-11 06:10:16
438,Abnub,27.2696,31.1511,50.97,56,4,5.46,EG,2022-02-11 06:10:16
439,Saint-Francois,46.4154,3.9054,40.44,81,100,10.36,FR,2022-02-11 06:10:17
440,Viedma,-40.8135,-62.9967,59.34,52,91,5.55,AR,2022-02-11 06:10:17
441,Terney,45.0503,136.6092,27.77,74,75,3.29,RU,2022-02-11 06:10:17
442,Lahat,-3.8,103.5333,87.21,53,99,1.99,ID,2022-02-11 06:10:18
443,Kisaran,2.9845,99.6158,87.44,59,100,3.98,ID,2022-02-11 06:10:18
444,Iseyin,7.9667,3.6,72.19,53,0,1.88,NG,2022-02-11 06:10:19
445,Kedrovyy,56.1667,91.8167,-10.79,78,7,1.54,RU,2022-02-11 06:10:19
446,Ambulu,-8.345,113.6058,84.99,67,100,5.37,ID,2022-02-11 06:10:20
447,Ailigandi,9.2333,-78.0167,79.05,80,99,11.32,PA,2022-02-11 06:10:20
448,Fairview,40.8126,-73.999,43.23,57,40,5.01,US,2022-02-11 06:07:53
449,Lazaro Cardenas,17.9583,-102.2,69.26,74,0,4.92,MX,2022-02-11 06:10:21
450,Pochutla,15.7432,-96.4661,73.81,79,4,3.4,MX,2022-02-11 06:10:21
451,Pundaguitan,6.3711,126.1689,81.72,77,73,10.96,PH,2022-02-11 06:10:21
452,State College,40.7934,-77.86,29.34,84,0,1.01,US,2022-02-11 06:10:22
453,Narsaq,60.9167,-46.05,17.82,63,96,7.23,GL,2022-02-11 06:10:22
454,Sampit,-2.5333,112.95,88.16,56,100,4.79,ID,2022-02-11 06:11:23
455,Chenzhou,25.8,113.0333,42.84,96,100,4.34,CN,2022-02-11 06:11:23
456,Nizhnevartovsk,60.9344,76.5531,-1.98,77,0,7.0,RU,2022-02-11 06:08:10
457,Sabang,5.8933,95.3214,81.88,74,77,8.81,ID,2022-02-11 06:11:24
458,Chippewa Falls,44.9369,-91.3929,41.18,89,100,11.5,US,2022-02-11 06:11:24
459,Opuwo,-18.0607,13.84,67.3,84,100,3.58,NA,2022-02-11 06:11:25
460,Kununurra,-15.7667,128.7333,98.58,41,49,11.5,AU,2022-02-11 06:11:25
461,Necochea,-38.5473,-58.7368,62.04,91,100,13.8,AR,2022-02-11 06:11:25
462,Yulin,22.6333,110.15,64.71,87,100,1.81,CN,2022-02-11 06:11:26
463,Kurmanayevka,52.5093,52.0675,17.8,98,98,6.51,RU,2022-02-11 06:11:26
464,Hofn,64.2539,-15.2082,28.36,59,46,11.16,IS,2022-02-11 06:11:27
465,Cap-Aux-Meules,47.3821,-61.8597,33.85,86,100,17.27,CA,2022-02-11 06:11:27
466,Kholodnyy,62.7167,147.95,-22.49,96,99,0.56,RU,2022-02-11 06:11:28
467,Prince Rupert,54.3161,-130.3201,33.26,86,44,5.12,CA,2022-02-11 06:11:28
468,Xichang,27.8964,102.2634,59.52,44,18,5.23,CN,2022-02-11 06:11:28
469,Fairlie,55.756,-4.8556,34.02,68,12,2.98,GB,2022-02-11 06:11:29
470,Svetlyy,54.675,20.1347,37.45,90,92,13.47,RU,2022-02-11 06:11:29
471,Hobyo,5.3505,48.5268,79.39,55,39,22.06,SO,2022-02-11 06:11:30
472,Ippy,6.2679,21.2247,74.48,21,55,5.48,CF,2022-02-11 06:11:30
473,Axim,4.8699,-2.2405,77.09,93,10,3.06,GH,2022-02-11 06:11:30
474,Traian,46.6333,27.0333,40.77,93,0,2.3,RO,2022-02-11 06:11:31
475,Manokwari,-0.8667,134.0833,82.24,74,99,4.47,ID,2022-02-11 06:11:31
476,Straumen,63.8709,11.2999,30.94,64,75,15.1,NO,2022-02-11 06:11:32
477,Honiara,-9.4333,159.95,82.83,77,86,6.64,SB,2022-02-11 06:11:32
478,Virginia Beach,36.8529,-75.978,51.82,56,41,1.99,US,2022-02-11 06:11:33
479,Nador,35.174,-2.9287,48.45,87,0,2.3,MA,2022-02-11 06:11:33
480,Lanas,12.0495,121.9185,80.2,76,98,18.59,PH,2022-02-11 06:11:33
481,Tura,25.5198,90.2201,71.58,39,0,6.71,IN,2022-02-11 06:11:34
482,Afonso Bezerra,-5.4983,-36.5056,75.2,80,78,4.7,BR,2022-02-11 06:11:34
483,Killybegs,54.6333,-8.45,34.45,78,94,8.9,IE,2022-02-11 06:11:35
484,Taraz,42.9,71.3667,42.28,45,49,4.47,KZ,2022-02-11 06:11:35
485,Teknaf,20.8624,92.3058,80.89,44,3,13.47,BD,2022-02-11 06:11:36
486,Ginir,7.1333,40.7,66.42,25,2,5.17,ET,2022-02-11 06:11:36
487,Thinadhoo,0.5333,72.9333,81.19,70,92,2.37,MV,2022-02-11 06:11:37
488,Tarrega,41.647,1.1396,45.68,65,85,0.76,ES,2022-02-11 06:11:37
489,Santa Rosa,14.3122,121.1114,89.11,66,91,16.15,PH,2022-02-11 06:11:38
490,Tabou,4.423,-7.3528,77.74,90,40,4.36,CI,2022-02-11 06:11:38
491,Lasa,46.6166,10.7002,34.02,73,31,2.73,IT,2022-02-11 06:08:49
492,Kungurtug,50.5994,97.5228,-5.08,85,30,1.83,RU,2022-02-11 06:11:39
493,Salalah,17.0151,54.0924,77.09,53,40,5.75,OM,2022-02-11 06:11:39
494,Bahia Blanca,-38.7196,-62.2724,64.9,54,100,14.14,AR,2022-02-11 06:11:39
495,Rassvet,46.8333,40.75,38.8,100,100,9.44,RU,2022-02-11 06:11:40
496,Quatre Cocos,-20.2078,57.7625,82.09,69,12,5.84,MU,2022-02-11 06:11:40
497,Kakching,24.4833,93.9833,73.56,34,37,4.83,IN,2022-02-11 06:11:41
498,Sanandaj,35.3144,46.9923,34.81,92,97,3.78,IR,2022-02-11 06:11:41
499,Sauce,-34.6469,-56.0628,67.62,82,0,7.76,UY,2022-02-11 06:11:41
500,Aden,12.7794,45.0367,75.63,68,93,15.14,YE,2022-02-11 06:11:42
501,Garwolin,51.8975,21.6147,40.66,91,100,3.0,PL,2022-02-11 06:11:42
502,Kiel,54.3213,10.1349,35.42,93,20,4.61,DE,2022-02-11 06:11:43
503,Port Macquarie,-31.4333,152.9167,78.89,59,30,13.94,AU,2022-02-11 06:07:57
504,Christchurch,-43.5333,172.6333,70.03,82,75,11.5,NZ,2022-02-11 06:10:32
505,Umea,63.8284,20.2597,22.93,74,0,10.36,SE,2022-02-11 06:12:44
506,Lima,-12.0432,-77.0282,70.9,81,0,6.91,PE,2022-02-11 06:12:44
507,Sechura,-5.5569,-80.8222,73.0,69,100,6.98,PE,2022-02-11 06:12:44
508,Marawi,7.9986,124.2928,71.65,79,99,6.71,PH,2022-02-11 06:12:45
509,El Alto,-4.2714,-81.2147,71.01,72,85,9.46,PE,2022-02-11 06:12:45
510,Buala,-8.145,159.5921,80.96,83,87,9.62,SB,2022-02-11 06:13:07
511,Naguabo,18.2116,-65.7349,75.69,88,75,4.61,PR,2022-02-11 06:13:07
512,Ilulissat,69.2167,-51.1,-0.38,65,100,1.14,GL,2022-02-11 06:13:08
513,Corinto,37.9407,22.9573,46.69,66,0,2.82,GR,2022-02-11 06:13:08
514,Shirwal,18.1333,73.9833,77.76,30,25,11.12,IN,2022-02-11 06:13:09
515,Ainazi,57.8636,24.3578,32.34,94,19,12.21,LV,2022-02-11 06:13:09
516,Kloulklubed,7.0419,134.2556,84.7,74,100,17.81,PW,2022-02-11 06:13:09
517,Santa Isabel Do Rio Negro,-0.4139,-65.0192,72.82,97,100,0.18,BR,2022-02-11 06:13:10
518,Lieksa,63.3167,30.0167,20.3,96,99,9.78,FI,2022-02-11 06:13:10
519,Lake Cowichan,48.825,-124.0546,44.06,98,79,1.45,CA,2022-02-11 06:13:11
520,Adrar,20.5022,-10.0711,57.6,25,77,12.21,MR,2022-02-11 06:13:11
521,Kemijarvi,66.7131,27.4306,9.19,98,92,2.95,FI,2022-02-11 06:13:12
522,Leningradskiy,69.3833,178.4167,-29.47,95,41,4.41,RU,2022-02-11 06:13:12
523,Vestmanna,62.1564,-7.1664,34.72,87,75,16.11,FO,2022-02-11 06:13:12
524,Santa Cruz De Tenerife,28.4682,-16.2546,74.01,36,40,10.36,ES,2022-02-11 06:11:31
525,Vao,-22.6667,167.4833,81.61,85,100,31.94,NC,2022-02-11 06:13:13
526,Deep River,46.1001,-77.4995,14.68,98,71,2.01,CA,2022-02-11 06:13:13
527,Chiang Klang,19.2938,100.8617,92.3,27,4,4.0,TH,2022-02-11 06:13:14
528,Sinjar,36.3209,41.8754,47.05,69,67,6.8,IQ,2022-02-11 06:13:14
529,Fruitville,27.3298,-82.4576,55.31,82,0,8.05,US,2022-02-11 06:12:45
530,Northam,51.0333,-4.2167,41.61,81,17,7.58,GB,2022-02-11 06:13:15
531,Novoorsk,51.381,58.9813,24.84,96,100,8.55,RU,2022-02-11 06:13:16
532,Hatillo,18.4863,-66.8254,74.93,85,4,1.01,PR,2022-02-11 06:13:16
533,Rafaela,-31.2503,-61.4867,72.99,43,40,3.0,AR,2022-02-11 06:13:17
534,Omboue,-1.5746,9.2618,76.91,88,87,5.59,GA,2022-02-11 06:08:22
535,Kupino,54.3663,77.2981,-6.95,94,39,5.77,RU,2022-02-11 06:13:17
536,Bideford,51.0179,-4.2046,42.31,73,17,7.02,GB,2022-02-11 06:13:18
537,Fukue,32.6881,128.8419,51.71,57,34,15.79,JP,2022-02-11 06:13:18
538,Inegol,40.0781,29.5133,25.88,64,0,4.9,TR,2022-02-11 06:13:19
539,Resavica,44.0408,21.5816,34.34,89,0,1.79,RS,2022-02-11 06:13:19
540,Rodrigues Alves,-7.738,-72.6509,70.27,99,95,1.88,BR,2022-02-11 06:13:19
541,Yendi,9.4427,-0.0099,73.11,16,2,4.54,GH,2022-02-11 06:13:20
542,Lichtenburg,-26.152,26.1597,72.55,51,50,5.99,ZA,2022-02-11 06:13:20
543,Itarema,-2.9248,-39.9167,76.15,82,80,6.22,BR,2022-02-11 06:13:21
544,Eravur,7.7733,81.6095,83.39,68,96,5.03,LK,2022-02-11 06:13:21
545,Nizwa,22.9333,57.5333,69.8,35,0,2.89,OM,2022-02-11 06:13:22
546,Sorland,67.667,12.6934,28.47,58,100,25.9,NO,2022-02-11 06:08:38
547,Khandyga,62.6667,135.6,-22.4,93,95,1.07,RU,2022-02-11 06:13:22
548,Ust-Tsilma,65.441,52.1498,22.35,93,100,10.65,RU,2022-02-11 06:13:23
549,Ulladulla,-35.35,150.4667,69.76,79,100,11.54,AU,2022-02-11 06:14:23
550,Leshukonskoye,64.8989,45.7622,19.44,92,99,9.6,RU,2022-02-11 06:14:24
551,Kikwit,-5.041,18.8162,72.28,92,72,2.53,CD,2022-02-11 06:14:24
552,Harwich,51.9419,1.2844,37.0,85,6,3.0,GB,2022-02-11 06:14:24
553,Lubartow,51.4603,22.6095,39.65,83,99,8.77,PL,2022-02-11 06:14:25
554,Minab,27.1467,57.0801,69.3,53,0,3.09,IR,2022-02-11 06:14:25
555,Port-Gentil,-0.7193,8.7815,80.49,81,98,10.51,GA,2022-02-11 06:14:26
556,Palmer,42.1584,-72.3287,35.15,81,0,0.0,US,2022-02-11 06:12:29
557,Natal,-5.795,-35.2094,75.85,88,20,4.61,BR,2022-02-11 06:14:26
558,Cartagena Del Chaira,1.3349,-74.8429,72.99,91,95,0.76,CO,2022-02-11 06:14:27
559,Yuksekova,37.5736,44.2872,15.55,100,75,0.0,TR,2022-02-11 06:14:27
560,Deputatskiy,69.3,139.9,-9.08,91,100,4.14,RU,2022-02-11 06:14:28
561,La Rioja,42.25,-2.5,33.58,82,77,3.02,ES,2022-02-11 06:14:28
562,Gigmoto,13.7796,124.39,81.48,69,96,12.71,PH,2022-02-11 06:14:28
563,Sioux Lookout,50.1001,-91.917,12.27,85,100,9.22,CA,2022-02-11 06:14:29
564,Kalanguy,51.0167,116.5167,3.96,83,100,6.76,RU,2022-02-11 06:14:29
565,Waingapu,-9.6567,120.2641,84.11,72,83,5.03,ID,2022-02-11 06:14:30
566,Vila Velha,-20.3297,-40.2925,75.15,92,75,2.3,BR,2022-02-11 06:14:30
567,Yerbogachen,61.2767,108.0108,-3.35,88,93,5.3,RU,2022-02-11 06:14:30
568,Tinaquillo,9.9186,-68.3047,66.6,89,100,5.41,VE,2022-02-11 06:14:31
569,Payo,-3.7508,103.6372,86.25,56,99,0.96,ID,2022-02-11 06:14:32
570,Xining,36.6167,101.7667,25.88,68,71,3.04,CN,2022-02-11 06:14:32
571,Lata,40.1629,-8.3327,58.82,59,95,2.08,PT,2022-02-11 06:14:32
