City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country,Date
258,Te Anau,-45.4167,167.7167,50.81,overcast clouds,79,100,4.97,NZ,2022-02-13 01:48:31
259,Roebourne,-20.7833,117.1333,91.96,few clouds,48,23,11.77,AU,2022-02-13 01:48:32
260,Yueyang,29.3333,113.0919,42.89,overcast clouds,79,100,4.23,CN,2022-02-13 01:48:32
261,Camapua,-19.5314,-54.0439,78.93,overcast clouds,62,85,5.73,BR,2022-02-13 01:48:33
262,Paramonga,-10.6667,-77.8333,71.58,broken clouds,79,51,7.2,PE,2022-02-13 01:48:33
263,Grand Forks,47.9417,-97.4337,-2.27,mist,76,20,23.02,US,2022-02-13 01:45:46
264,Koppang,61.5706,11.0555,33.96,overcast clouds,97,100,9.71,NO,2022-02-13 01:48:34
265,Umm Kaddadah,13.6017,26.6876,57.78,clear sky,21,6,13.38,SD,2022-02-13 01:48:34
266,Sambava,-14.2667,50.1667,72.88,few clouds,90,16,5.95,MG,2022-02-13 01:48:35
267,Biloela,-24.4167,150.5,87.96,clear sky,32,0,13.4,AU,2022-02-13 01:48:35
268,Antofagasta,-23.65,-70.4,67.28,few clouds,80,17,5.17,CL,2022-02-13 01:46:03
269,Igrim,63.1906,64.4162,-8.84,overcast clouds,100,86,4.09,RU,2022-02-13 01:49:36
270,Vytegra,61.0064,36.4481,20.73,broken clouds,95,66,8.34,RU,2022-02-13 01:49:36
271,Atherton,53.5237,-2.4935,48.27,overcast clouds,92,100,4.0,GB,2022-02-13 01:49:37
272,Mecca,21.4267,39.8261,69.94,clear sky,28,0,13.22,SA,2022-02-13 01:46:48
273,Cururupu,-1.8283,-44.8683,74.89,broken clouds,97,81,2.68,BR,2022-02-13 01:49:38
274,Satana,20.5833,74.2,62.8,clear sky,47,6,1.59,IN,2022-02-13 01:49:38
275,Oda,35.1833,132.5,41.77,overcast clouds,88,100,4.36,JP,2022-02-13 01:49:38
276,Whitecourt,54.1502,-115.6855,38.44,broken clouds,60,75,3.44,CA,2022-02-13 01:49:39
277,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,74.37,broken clouds,93,83,1.28,BR,2022-02-13 01:49:39
278,Velikooktyabrskiy,57.4333,33.8159,29.64,light snow,92,100,14.14,RU,2022-02-13 01:49:40
279,Yurino,56.2942,46.3039,24.12,overcast clouds,99,95,6.44,RU,2022-02-13 01:49:41
280,Smidovich,48.6,133.8167,15.73,light snow,91,100,5.48,RU,2022-02-13 01:49:41
281,Saint-Augustin,51.226,-58.6502,32.63,light snow,99,100,9.89,CA,2022-02-13 01:49:41
282,Dzhebariki-Khaya,62.2167,135.8,-24.63,overcast clouds,96,100,1.7,RU,2022-02-13 01:49:42
283,Longyearbyen,78.2186,15.6401,10.24,clear sky,79,0,10.36,SJ,2022-02-13 01:49:42
284,Chichi,7.2721,8.9332,77.83,few clouds,16,20,4.74,NG,2022-02-13 01:49:43
285,Formosa,-26.1775,-58.1781,67.98,overcast clouds,83,100,11.5,AR,2022-02-13 01:49:43
286,Torbay,47.6666,-52.7314,47.17,broken clouds,70,75,23.02,CA,2022-02-13 01:49:44
287,Bac Lieu,9.285,105.7244,82.83,overcast clouds,69,100,19.64,VN,2022-02-13 01:49:44
288,Portland,45.5234,-122.6762,60.84,clear sky,37,0,15.01,US,2022-02-13 01:48:02
289,Kenora,49.8167,-94.4337,-8.43,few clouds,54,20,4.61,CA,2022-02-13 01:47:23
290,Rumonge,-3.9736,29.4386,71.02,light rain,84,100,3.06,BI,2022-02-13 01:49:45
291,Santo Domingo,18.5001,-69.9886,74.84,few clouds,83,20,0.0,DO,2022-02-13 01:48:51
292,Natal,-5.795,-35.2094,81.25,few clouds,89,20,8.05,BR,2022-02-13 01:49:46
293,Yanam,16.7333,82.2167,70.2,overcast clouds,86,95,4.5,IN,2022-02-13 01:49:46
294,Labrea,-7.2586,-64.7981,77.63,overcast clouds,82,100,0.98,BR,2022-02-13 01:49:47
295,Okhotsk,59.3833,143.3,-3.39,clear sky,75,3,11.77,RU,2022-02-13 01:49:47
296,San Jose,37.3394,-121.895,73.04,haze,51,0,6.91,US,2022-02-13 01:49:48
297,Isangel,-19.55,169.2667,86.11,broken clouds,79,75,4.61,VU,2022-02-13 01:49:48
298,Zelenogradsk,54.9589,20.4767,32.05,clear sky,80,0,8.95,RU,2022-02-13 01:49:49
299,Asau,46.4333,26.4,26.76,scattered clouds,92,32,3.02,RO,2022-02-13 01:49:49
300,Camacha,33.0833,-16.3333,59.76,scattered clouds,72,40,6.91,PT,2022-02-13 01:49:50
301,Rawson,-43.3002,-65.1023,72.37,broken clouds,32,71,10.54,AR,2022-02-13 01:49:50
302,Carauari,-4.8828,-66.8958,74.21,broken clouds,96,63,2.37,BR,2022-02-13 01:49:50
303,Bourail,-21.5667,165.4833,84.99,light rain,69,98,8.08,NC,2022-02-13 01:49:51
304,Sao Felix Do Xingu,-6.6447,-51.995,70.05,overcast clouds,98,100,1.21,BR,2022-02-13 01:49:52
305,Chuy,-33.6971,-53.4616,67.03,overcast clouds,92,100,11.61,UY,2022-02-13 01:49:52
306,Ardmore,34.1743,-97.1436,36.46,clear sky,33,0,4.61,US,2022-02-13 01:45:12
307,Salalah,17.0151,54.0924,73.49,few clouds,64,20,3.44,OM,2022-02-13 01:49:53
308,Palmer,42.1584,-72.3287,42.35,broken clouds,57,75,13.8,US,2022-02-13 01:49:53
309,Flinders,-34.5833,150.8552,78.39,scattered clouds,66,28,3.0,AU,2022-02-13 01:49:53
310,Morro Bay,35.3658,-120.8499,75.65,clear sky,39,9,1.68,US,2022-02-13 01:49:54
311,Muros,42.7762,-9.0603,52.84,overcast clouds,93,86,14.58,ES,2022-02-13 01:49:54
312,Kinablangan,7.6947,126.5503,82.09,overcast clouds,71,89,4.27,PH,2022-02-13 01:49:55
313,Saint Anthony,45.0205,-93.218,6.3,overcast clouds,63,100,3.44,US,2022-02-13 01:49:55
314,Bargarh,21.3333,83.6167,59.07,clear sky,35,5,1.88,IN,2022-02-13 01:49:56
315,Grenville,12.1167,-61.6167,75.25,broken clouds,73,60,20.85,GD,2022-02-13 01:49:56
316,Gwadar,25.1216,62.3254,68.7,clear sky,65,0,5.37,PK,2022-02-13 01:49:56
317,Koson,39.0375,65.585,34.12,clear sky,67,4,5.79,UZ,2022-02-13 01:49:57
318,Aleksandrov Gay,50.147,48.5704,22.68,overcast clouds,96,94,7.23,RU,2022-02-13 01:50:57
319,Namsos,64.4662,11.4957,35.91,light rain,96,100,7.63,NO,2022-02-13 01:50:58
320,Komsomolskiy,40.4272,71.7189,38.62,fog,93,100,0.0,UZ,2022-02-13 01:50:58
321,Pervomayskoye,43.919,46.7102,43.52,broken clouds,60,53,20.38,RU,2022-02-13 01:50:59
322,Waipawa,-41.4122,175.5153,52.43,light rain,93,100,22.55,NZ,2022-02-13 01:50:59
323,Grand Gaube,-20.0064,57.6608,79.2,few clouds,89,16,5.99,MU,2022-02-13 01:50:59
324,Bom Jesus,-9.0744,-44.3586,72.27,broken clouds,92,62,1.43,BR,2022-02-13 01:51:00
325,Brae,60.3964,-1.353,44.51,overcast clouds,86,100,18.7,GB,2022-02-13 01:51:00
326,Nha Trang,12.25,109.1833,80.6,overcast clouds,73,100,3.71,VN,2022-02-13 01:51:01
327,Ciudad Bolivar,8.1222,-63.5497,78.66,overcast clouds,58,87,11.99,VE,2022-02-13 01:51:01
328,Rodbyhavn,54.6544,11.352,37.11,overcast clouds,77,100,24.27,DK,2022-02-13 01:51:02
329,Kijang,35.2442,129.2139,47.93,overcast clouds,65,100,13.71,KR,2022-02-13 01:49:02
330,Kodiak,57.79,-152.4072,38.71,overcast clouds,65,100,6.91,US,2022-02-13 01:51:02
331,Harper,4.375,-7.7169,78.35,clear sky,85,10,6.62,LR,2022-02-13 01:51:03
332,Egvekinot,66.3167,-179.1667,-16.82,few clouds,88,11,6.29,RU,2022-02-13 01:51:03
333,Shelburne,44.0787,-80.2041,6.69,scattered clouds,85,41,4.27,CA,2022-02-13 01:51:04
334,Iwanai,42.9744,140.5089,29.3,overcast clouds,70,100,14.07,JP,2022-02-13 01:51:04
335,Bousse,12.6606,-1.8922,71.06,clear sky,12,5,9.06,BF,2022-02-13 01:51:05
336,Oloron-Sainte-Marie,43.1944,-0.6107,46.33,overcast clouds,77,100,4.83,FR,2022-02-13 01:51:05
337,Buchanan,5.8808,-10.0467,76.96,clear sky,88,0,4.83,LR,2022-02-13 01:51:06
338,El Reno,35.5323,-97.955,35.33,clear sky,47,0,9.22,US,2022-02-13 01:51:06
339,Namatanai,-3.6667,152.4333,83.62,moderate rain,73,100,3.4,PG,2022-02-13 01:51:06
340,Dicabisagan,17.0818,122.4157,75.9,overcast clouds,88,100,9.31,PH,2022-02-13 01:51:07
341,Havoysund,70.9963,24.6622,27.48,light snow,65,80,11.56,NO,2022-02-13 01:51:08
342,Ormara,25.2088,64.6357,69.37,clear sky,65,0,10.47,PK,2022-02-13 01:51:08
343,Melhus,63.2855,10.2781,38.88,overcast clouds,88,100,2.8,NO,2022-02-13 01:51:08
344,Beyneu,45.3167,55.2,39.16,overcast clouds,83,100,9.98,KZ,2022-02-13 01:51:09
345,Narsaq,60.9167,-46.05,26.06,overcast clouds,97,100,4.45,GL,2022-02-13 01:51:09
346,Llandrindod Wells,52.2416,-3.3787,48.61,moderate rain,97,100,16.22,GB,2022-02-13 01:51:10
347,Independence,39.0911,-94.4155,27.05,clear sky,39,0,6.91,US,2022-02-13 01:46:37
348,East London,-33.0153,27.9116,75.36,few clouds,87,24,12.71,ZA,2022-02-13 01:51:10
349,Noumea,-22.2763,166.4572,85.98,overcast clouds,99,94,5.44,NC,2022-02-13 01:50:30
350,Kanye,-24.9667,25.3327,62.26,clear sky,46,0,7.9,BW,2022-02-13 01:51:11
351,Boissevain,49.2306,-100.0559,-7.1,scattered clouds,100,29,1.88,CA,2022-02-13 01:51:11
352,Sabha,27.0377,14.4283,49.37,clear sky,38,0,9.48,LY,2022-02-13 01:51:12
353,Tuktoyaktuk,69.4541,-133.0374,-29.2,few clouds,68,20,3.44,CA,2022-02-13 01:51:12
354,Lagoa,39.05,-27.9833,60.69,overcast clouds,94,100,19.33,PT,2022-02-13 01:51:13
355,Bengkulu,-3.8004,102.2655,82.11,broken clouds,69,83,1.66,ID,2022-02-13 01:51:13
356,Urumqi,43.801,87.6005,16.75,mist,79,100,2.24,CN,2022-02-13 01:51:13
357,Colares,38.7992,-9.4469,53.33,few clouds,73,11,15.01,PT,2022-02-13 01:51:14
358,Trairi,-3.2778,-39.2689,77.85,broken clouds,86,78,6.76,BR,2022-02-13 01:51:14
359,Pinillos,8.9193,-74.4677,78.75,clear sky,75,6,4.47,CO,2022-02-13 01:51:15
360,Kargasok,59.0556,80.8572,-8.0,broken clouds,97,55,9.86,RU,2022-02-13 01:51:15
361,Pedernales,18.0384,-71.744,76.48,clear sky,70,7,8.88,DO,2022-02-13 01:51:16
362,Balikpapan,-1.2675,116.8289,83.39,few clouds,79,20,3.44,ID,2022-02-13 01:49:47
363,Surgut,61.25,73.4167,-12.82,few clouds,76,20,8.99,RU,2022-02-13 01:51:16
364,Mayor Pablo Lagerenza,-19.9309,-60.7718,69.1,overcast clouds,87,94,10.69,PY,2022-02-13 01:51:17
365,Lixourion,38.2019,20.4314,54.52,overcast clouds,75,100,4.92,GR,2022-02-13 01:52:17
366,Jacala,21.0167,-99.1833,53.1,overcast clouds,97,93,5.14,MX,2022-02-13 01:52:18
367,Saint-Joseph,-21.3667,55.6167,77.36,clear sky,81,1,8.86,RE,2022-02-13 01:52:18
368,Santa Rosa,14.3122,121.1114,87.12,broken clouds,76,75,13.31,PH,2022-02-13 01:50:23
369,Codrington,-38.2667,141.9667,86.13,overcast clouds,25,100,11.18,AU,2022-02-13 01:52:19
370,Gunjur,13.2019,-16.7339,69.87,clear sky,40,0,9.22,GM,2022-02-13 01:52:19
371,Chokurdakh,70.6333,147.9167,-1.98,overcast clouds,95,100,11.83,RU,2022-02-13 01:52:20
372,Kutum,14.2,24.6667,56.68,scattered clouds,20,37,6.17,SD,2022-02-13 01:52:20
373,Forio,40.7342,13.8646,51.42,scattered clouds,79,50,1.01,IT,2022-02-13 01:52:20
374,Mitsamiouli,-11.3847,43.2844,80.29,light rain,78,98,8.99,KM,2022-02-13 01:52:21
375,Aswan,24.0934,32.907,58.3,clear sky,47,0,5.75,EG,2022-02-13 01:52:21
376,Moron,-34.6534,-58.6198,65.95,clear sky,48,1,5.99,AR,2022-02-13 01:52:22
377,Jeremie,18.65,-74.1167,76.48,clear sky,78,1,2.26,HT,2022-02-13 01:52:22
378,Touros,-5.1989,-35.4608,81.5,few clouds,80,23,8.99,BR,2022-02-13 01:52:23
379,Quatre Cocos,-20.2078,57.7625,78.91,moderate rain,86,20,12.62,MU,2022-02-13 01:52:23
380,Ulladulla,-35.35,150.4667,77.88,clear sky,45,0,9.46,AU,2022-02-13 01:52:23
381,Finschhafen,-6.6024,147.8681,82.92,scattered clouds,74,48,3.58,PG,2022-02-13 01:52:24
382,Rodna,47.4167,24.8167,18.05,clear sky,85,5,3.18,RO,2022-02-13 01:52:25
383,Dasoguz,41.8363,59.9666,37.51,clear sky,93,0,4.61,TM,2022-02-13 01:52:25
384,Port Said,31.2565,32.2841,58.98,clear sky,82,0,4.61,EG,2022-02-13 01:52:25
385,Uyuni,-20.4597,-66.825,51.64,overcast clouds,61,95,19.77,BO,2022-02-13 01:52:26
386,Lady Frere,-31.7031,27.2329,70.83,clear sky,35,6,7.92,ZA,2022-02-13 01:52:26
387,Naze,28.3667,129.4833,65.32,overcast clouds,80,100,11.68,JP,2022-02-13 01:52:27
388,Mao,39.8885,4.2658,45.16,clear sky,100,0,4.61,ES,2022-02-13 01:52:27
389,Fortuna,40.5982,-124.1573,61.41,few clouds,82,11,1.43,US,2022-02-13 01:52:28
390,San Antonio,29.4241,-98.4936,49.21,clear sky,46,0,10.36,US,2022-02-13 01:50:05
391,Vestmannaeyjar,63.4427,-20.2734,32.47,light snow,81,92,12.48,IS,2022-02-13 01:52:28
392,Lubyany,56.0378,51.4,26.24,broken clouds,96,81,6.87,RU,2022-02-13 01:52:29
393,Nishihara,26.1842,127.7558,72.68,broken clouds,78,75,6.91,JP,2022-02-13 01:52:29
394,Puerto Carreno,6.189,-67.4859,84.2,overcast clouds,53,98,2.48,CO,2022-02-13 01:52:30
395,Mahajanga,-15.7167,46.3167,78.82,few clouds,94,20,4.61,MG,2022-02-13 01:52:30
396,Sandwick,60.0,-1.25,44.42,overcast clouds,87,100,32.21,GB,2022-02-13 01:52:30
397,Port Hardy,50.6996,-127.4199,45.75,broken clouds,87,75,2.3,CA,2022-02-13 01:52:31
398,Broken Hill,-31.95,141.4333,89.31,overcast clouds,22,95,18.41,AU,2022-02-13 01:52:31
399,Izoplit,56.6256,36.222,30.92,overcast clouds,85,99,14.58,RU,2022-02-13 01:52:32
400,Ponta Do Sol,32.6667,-17.1,63.23,clear sky,69,2,4.94,PT,2022-02-13 01:52:32
401,Armidale,-30.5167,151.65,64.81,clear sky,42,10,8.68,AU,2022-02-13 01:52:33
402,Pozo Colorado,-23.4923,-58.7972,74.89,scattered clouds,67,43,11.36,PY,2022-02-13 01:52:33
403,Naples,40.8333,14.25,51.75,clear sky,73,0,8.05,IT,2022-02-13 01:52:33
404,Belyy Yar,53.6039,91.3903,-32.91,smoke,75,94,0.0,RU,2022-02-13 01:52:34
405,Forbes,-33.3833,148.0167,83.91,clear sky,31,0,5.64,AU,2022-02-13 01:52:34
406,Naantali,60.4674,22.0243,34.21,snow,93,100,13.8,FI,2022-02-13 01:52:35
407,Kloulklubed,7.0419,134.2556,82.33,overcast clouds,77,100,20.24,PW,2022-02-13 01:52:36
408,Middletown,39.5151,-84.3983,27.97,overcast clouds,81,100,10.36,US,2022-02-13 01:50:17
409,Beringovskiy,63.05,179.3167,-18.22,clear sky,91,7,6.55,RU,2022-02-13 01:52:36
410,Tacoronte,28.4769,-16.4102,58.26,few clouds,83,20,6.91,ES,2022-02-13 01:52:37
411,Cidreira,-30.1811,-50.2056,74.14,broken clouds,81,77,18.34,BR,2022-02-13 01:52:37
412,Soma,39.1855,27.6094,41.99,overcast clouds,87,100,8.81,TR,2022-02-13 01:53:38
413,Daru,-9.0763,143.2092,83.84,few clouds,67,21,9.28,PG,2022-02-13 01:53:38
414,Gumdag,39.2061,54.5906,42.01,clear sky,64,0,6.51,TM,2022-02-13 01:53:39
415,Wajir,1.7471,40.0573,72.81,clear sky,79,6,12.97,KE,2022-02-13 01:53:39
416,Navrongo,10.8956,-1.0921,76.96,clear sky,13,0,6.04,GH,2022-02-13 01:53:39
417,Asuncion,-25.3007,-57.6359,74.89,broken clouds,73,75,18.41,PY,2022-02-13 01:49:44
418,Tilichiki,60.4667,166.1,-12.01,few clouds,86,15,8.66,RU,2022-02-13 01:53:40
419,Berdigestyakh,62.0989,126.6992,-11.36,overcast clouds,95,100,4.07,RU,2022-02-13 01:53:40
420,Acarau,-2.8856,-40.12,78.15,scattered clouds,86,48,9.66,BR,2022-02-13 01:53:41
421,Cap Malheureux,-19.9842,57.6142,79.29,few clouds,89,16,5.99,MU,2022-02-13 01:53:41
422,Laguna,38.421,-121.4238,73.49,clear sky,49,0,1.7,US,2022-02-13 01:53:42
423,Gazojak,41.1875,61.4036,34.61,clear sky,69,7,3.4,TM,2022-02-13 01:53:42
424,Tarko-Sale,64.9225,77.785,-11.31,clear sky,94,6,13.67,RU,2022-02-13 01:53:43
425,Lakhipur,26.0299,90.3041,59.67,clear sky,70,0,6.38,IN,2022-02-13 01:53:43
426,Grindavik,63.8424,-22.4338,22.95,clear sky,63,0,8.05,IS,2022-02-13 01:53:43
427,Bubaque,11.2833,-15.8333,79.59,clear sky,56,0,9.64,GW,2022-02-13 01:53:44
428,Ukiah,39.1502,-123.2078,69.69,clear sky,38,0,3.44,US,2022-02-13 01:53:44
429,Cayenne,4.9333,-52.3333,79.09,clear sky,87,0,1.99,GF,2022-02-13 01:50:18
430,Koslan,63.4564,48.8989,5.95,overcast clouds,99,93,3.47,RU,2022-02-13 01:53:45
431,Vardo,70.3705,31.1107,26.04,clear sky,68,1,16.46,NO,2022-02-13 01:53:45
432,Itoman,26.1247,127.6694,73.42,broken clouds,78,75,6.91,JP,2022-02-13 01:53:46
433,Tukrah,32.5341,20.5791,50.9,clear sky,75,4,5.55,LY,2022-02-13 01:53:46
434,Aylmer,42.7668,-80.983,16.05,overcast clouds,85,95,6.96,CA,2022-02-13 01:53:47
435,Ewa Beach,21.3156,-158.0072,81.77,scattered clouds,50,40,11.5,US,2022-02-13 01:53:47
436,Magadan,59.5667,150.8,3.11,broken clouds,67,66,2.86,RU,2022-02-13 01:51:24
437,Zorgo,12.2489,-0.6158,74.73,clear sky,12,5,9.55,BF,2022-02-13 01:53:48
438,San Quintin,30.4833,-115.95,65.21,overcast clouds,52,95,6.46,MX,2022-02-13 01:53:49
439,Qaqortoq,60.7167,-46.0333,24.91,overcast clouds,93,100,6.62,GL,2022-02-13 01:53:49
440,Songjianghe,42.1859,127.479,15.44,scattered clouds,67,29,3.04,CN,2022-02-13 01:53:50
441,Enniskerry,53.1925,-6.1692,48.06,overcast clouds,84,100,6.53,IE,2022-02-13 01:53:50
442,Nome,64.5011,-165.4064,-11.61,clear sky,88,10,5.66,US,2022-02-13 01:53:50
443,Beloha,-25.1667,45.05,72.72,clear sky,84,0,13.42,MG,2022-02-13 01:53:51
444,Marystown,47.1666,-55.1483,45.86,overcast clouds,100,99,13.0,CA,2022-02-13 01:53:51
445,Derzhavinsk,51.1,66.3167,25.83,light snow,93,100,19.35,KZ,2022-02-13 01:53:52
446,Boyolangu,-8.1181,111.8935,82.22,broken clouds,75,73,7.07,ID,2022-02-13 01:53:52
447,Arica,-18.475,-70.3042,68.23,clear sky,73,0,0.0,CL,2022-02-13 01:53:53
448,Santa Maria,-29.6842,-53.8069,74.5,broken clouds,88,75,5.75,BR,2022-02-13 01:53:54
449,Strelka,58.0728,93.0344,-5.42,clear sky,91,7,8.7,RU,2022-02-13 01:53:54
450,Tucuma,-0.1833,-50.05,76.77,overcast clouds,92,99,4.97,BR,2022-02-13 01:53:54
451,Gberia Fotombu,9.8833,-11.1667,70.02,clear sky,20,0,1.99,SL,2022-02-13 01:53:55
452,Marshall,34.3834,-86.3333,40.96,clear sky,69,0,11.5,US,2022-02-13 01:53:55
453,Westport,41.1415,-73.3579,50.04,clear sky,55,0,13.8,US,2022-02-13 01:49:49
454,Jaguaruna,-28.615,-49.0256,71.04,clear sky,84,0,10.47,BR,2022-02-13 01:53:56
455,Teya,60.3778,92.6267,-17.9,few clouds,99,24,2.19,RU,2022-02-13 01:53:57
456,La Asuncion,11.0333,-63.8628,78.53,clear sky,78,9,13.8,VE,2022-02-13 01:53:57
457,Tashtyp,52.7939,89.8983,-19.88,scattered clouds,97,33,2.51,RU,2022-02-13 01:53:58
458,Adrar,20.5022,-10.0711,60.37,broken clouds,28,51,10.54,MR,2022-02-13 01:53:58
459,Huarmey,-10.0681,-78.1522,72.09,broken clouds,77,64,6.76,PE,2022-02-13 01:55:00
460,Acapulco,16.8634,-99.8901,77.61,overcast clouds,69,88,5.23,MX,2022-02-13 01:53:55
461,Floro,61.5996,5.0328,44.56,overcast clouds,93,100,14.97,NO,2022-02-13 01:55:00
462,Zhigansk,66.7697,123.3711,-25.89,overcast clouds,98,92,5.46,RU,2022-02-13 01:55:01
463,Hervey Bay,-25.2986,152.8535,86.04,broken clouds,63,73,20.18,AU,2022-02-13 01:55:01
464,Kavaratti,10.5669,72.642,80.73,clear sky,69,5,5.35,IN,2022-02-13 01:55:01
465,Farah,32.5,62.5,47.98,overcast clouds,53,100,3.4,AF,2022-02-13 01:55:02
466,Kamenka,51.3223,42.7678,10.18,scattered clouds,98,50,6.44,RU,2022-02-13 01:55:03
467,Karratha,-20.7377,116.8463,92.57,clear sky,47,8,12.71,AU,2022-02-13 01:55:03
468,Port Hawkesbury,45.6169,-61.3485,45.52,clear sky,90,0,13.8,CA,2022-02-13 01:55:03
469,Yelizovo,53.1873,158.3805,15.94,broken clouds,53,75,0.0,RU,2022-02-13 01:51:03
470,Narsipatnam,17.6667,82.6167,69.21,overcast clouds,73,98,2.89,IN,2022-02-13 01:55:04
471,Saldanha,-33.0117,17.9442,66.25,broken clouds,90,74,15.28,ZA,2022-02-13 01:55:04
472,Poya,-21.35,165.15,86.32,broken clouds,68,78,8.05,NC,2022-02-13 01:55:05
473,Ayan,56.45,138.1667,1.67,few clouds,66,18,4.85,RU,2022-02-13 01:55:05
474,Coahuayana,18.7333,-103.6833,73.76,scattered clouds,67,39,0.67,MX,2022-02-13 01:55:06
475,Ulaangom,49.9811,92.0667,-27.99,overcast clouds,92,100,2.39,MN,2022-02-13 01:55:06
476,Kanniyakumari,8.0833,77.5667,77.97,moderate rain,70,100,20.6,IN,2022-02-13 01:55:07
477,Trzebiatow,54.0615,15.2648,34.86,overcast clouds,81,94,16.4,PL,2022-02-13 01:55:07
478,Tornio,65.8481,24.1466,15.82,overcast clouds,100,99,6.62,FI,2022-02-13 01:55:07
479,Leua,48.2156,18.6071,30.92,clear sky,72,6,5.73,SK,2022-02-13 01:55:08
480,Axim,4.8699,-2.2405,78.17,overcast clouds,86,98,6.55,GH,2022-02-13 01:55:08
481,Sibolga,1.7427,98.7792,80.87,overcast clouds,74,100,1.03,ID,2022-02-13 01:55:09
482,Carballo,43.213,-8.691,51.76,overcast clouds,87,92,10.0,ES,2022-02-13 01:55:09
483,Yenagoa,4.9247,6.2642,77.09,overcast clouds,86,100,3.65,NG,2022-02-13 01:55:10
484,Barrancas,10.9576,-72.7877,73.49,few clouds,87,11,3.83,CO,2022-02-13 01:55:10
485,Maniwaki,46.3834,-75.966,1.94,clear sky,71,10,5.75,CA,2022-02-13 01:53:32
486,Santa Marta,11.2408,-74.199,84.25,broken clouds,64,75,25.01,CO,2022-02-13 01:51:49
487,Kysyl-Syr,63.8986,122.7617,-19.08,overcast clouds,99,98,2.62,RU,2022-02-13 01:55:11
488,Bani Walid,31.7566,13.9942,50.02,broken clouds,79,75,3.94,LY,2022-02-13 01:55:11
489,Dingle,10.9995,122.6711,83.64,overcast clouds,69,96,11.34,PH,2022-02-13 01:55:12
490,Le Vauclin,14.5452,-60.8388,77.05,few clouds,73,20,12.66,MQ,2022-02-13 01:55:12
491,Hoopstad,-27.8327,25.9083,65.44,scattered clouds,33,40,3.78,ZA,2022-02-13 01:55:13
492,Krasnogorsk,55.8225,37.3181,28.74,broken clouds,80,75,15.66,RU,2022-02-13 01:55:13
493,Geraldton,-28.7667,114.6,82.81,clear sky,51,0,3.44,AU,2022-02-13 01:55:14
494,Nouadhibou,20.931,-17.0347,66.18,overcast clouds,72,100,21.85,MR,2022-02-13 01:55:14
495,Myrhorod,49.9685,33.6089,21.81,clear sky,92,6,6.64,UA,2022-02-13 01:55:15
496,Miranda,3.2499,-76.2281,73.53,overcast clouds,94,100,2.44,CO,2022-02-13 01:55:15
497,Kvarkeno,52.0833,59.725,0.43,overcast clouds,100,94,2.73,RU,2022-02-13 01:55:15
498,Pelym,61.0108,61.9978,-6.3,overcast clouds,100,99,4.16,RU,2022-02-13 01:55:16
499,Caraballeda,10.6112,-66.8522,80.67,few clouds,78,20,5.75,VE,2022-02-13 01:55:16
500,Vestmanna,62.1564,-7.1664,36.52,overcast clouds,87,100,20.71,FO,2022-02-13 01:55:17
501,Chapais,49.7834,-74.8492,-18.62,broken clouds,100,57,3.74,CA,2022-02-13 01:55:17
502,Mokhsogollokh,61.4681,128.9203,-13.65,overcast clouds,92,100,3.71,RU,2022-02-13 01:55:18
503,Sfantu Gheorghe,45.8667,25.7833,27.66,scattered clouds,88,44,4.05,RO,2022-02-13 01:55:18
504,Kimbe,-5.5502,150.1429,86.04,light rain,66,57,5.01,PG,2022-02-13 01:55:19
505,Hammerfest,70.6634,23.6821,27.05,scattered clouds,68,38,5.75,NO,2022-02-13 01:55:19
506,Gouyave,12.1646,-61.7296,74.17,broken clouds,88,75,0.0,GD,2022-02-13 01:55:19
507,Kita,13.0349,-9.4895,68.0,clear sky,13,0,5.39,ML,2022-02-13 01:56:20
508,Svetlogorsk,52.6333,29.7333,26.73,broken clouds,81,83,8.99,BY,2022-02-13 01:56:20
509,Tsabong,-26.0217,22.401,72.61,scattered clouds,25,43,8.05,BW,2022-02-13 01:56:21
510,Sakakah,29.9697,40.2064,42.37,clear sky,44,0,3.49,SA,2022-02-13 01:56:21
511,Ossora,59.2353,163.0719,-3.5,broken clouds,78,77,5.26,RU,2022-02-13 01:56:22
512,Punta De Bombon,-17.1717,-71.7931,70.66,overcast clouds,79,99,4.85,PE,2022-02-13 01:56:22
513,Porteirinha,-15.7433,-43.0283,69.57,overcast clouds,86,100,4.76,BR,2022-02-13 01:55:03
514,Koumac,-20.5667,164.2833,85.21,overcast clouds,64,100,5.41,NC,2022-02-13 01:56:23
515,Praia Da Vitoria,38.7333,-27.0667,62.85,scattered clouds,88,40,10.02,PT,2022-02-13 01:56:23
516,Tabou,4.423,-7.3528,77.94,few clouds,87,12,6.11,CI,2022-02-13 01:56:24
517,Bone,51.9669,12.1396,34.92,broken clouds,82,74,8.59,DE,2022-02-13 01:56:24
518,Xinzhou,38.4092,112.7333,31.06,overcast clouds,67,100,4.97,CN,2022-02-13 01:56:25
519,Sayat,38.7839,63.8803,30.07,clear sky,58,0,6.89,TM,2022-02-13 01:56:25
520,Coari,-4.085,-63.1414,73.49,moderate rain,97,99,3.58,BR,2022-02-13 01:56:25
521,Kuchera,26.9839,73.9719,57.63,clear sky,31,0,7.49,IN,2022-02-13 01:56:26
